a1,a2,a3,a4,a5,a1a2,a1a3,a1a4,a1a5,a2a3,a2a4,a2a5,a3a4,a3a5,a4a5
0.03108758723106666,-0.03577126225685753,0.030569049039057935,-0.006946210140925961,0.0023706942289196337,0.01950418759516849,0.034480505648384424,0.02607739287637324,0.036840784303286196,0.003721461721866868,-0.025573159071008513,-0.036599906227345394,0.020426170799707086,0.039075363190755996,-0.009209081920698478
-0.010334415400320937,-0.07162323248761249,-0.01871475584387448,0.02126053592352221,0.03790238607275428,-0.017948383364672083,-0.013408863705519195,-8.090347145076059e-5,-0.014536964555632463,-0.034823917152368475,-0.037382268098849765,-0.04528841046608892,0.005442876238381522,-0.005985855884208568,0.049900267236816204
0.015066228875540781,-0.030926167069651206,-0.0010266744297435719,-0.005222539948405128,0.015646408813421248,1.8262714363085578e-5,0.010051011167298706,0.013424793136312362,0.018719722951915353,-0.010511466623622864,-0.020201156777191448,-0.028920825252476492,0.0013799335822697971,0.006322509231276746,4.1070414090804794e-4
0.029521406356838344,-0.0760421759094003,0.005650848344299702,-0.026480037219982364,0.03521781137792008,-0.009035530410944131,0.015118018918292894,0.015007145610885456,0.03771200808645782,-0.03324097120654081,-0.06044163946086879,-0.06915274009202567,-0.006502437804767644,0.016785617392878427,-0.014803731158565292
-0.04026548674233458,-0.06541817422294385,-0.04435189219122017,0.07575180846285857,-0.0013306252348817826,-0.043956334001757684,-0.04675329652127574,-0.03693998734400431,-0.03615997983214949,-0.051465292945191074,-0.017428317143386107,-0.04840015431507872,-0.018072271842665598,-0.03791414984802217,0.0801096607926521
0.02651624323572761,-0.05890652278349621,0.038562504096338664,0.0011145732173464065,0.012704460635115378,0.008927666236179927,0.025281806546985544,0.022177355023456993,0.026207846867453553,0.010167660046069822,-0.03208277216389124,-0.052256290698873865,0.036890420762181644,0.0466365324748745,0.0038181201606706863
-0.0014126930061416686,-0.08564662040060678,-0.010643301580832466,0.008515157077945222,0.0334432871831648,-0.02063864245560854,8.458385066429108e-4,-0.008934048297936039,0.005416117682209247,-0.03481761353140276,-0.05426135915457703,-0.06271640796917871,-0.012584786395930582,0.006107137926048796,0.024681159556474663
-0.04528686370513988,-0.017098749901585355,-0.017994471715729356,0.04807239037590496,-0.0023451524015203774,-0.0353309346809603,-0.038396031411576464,-0.03891831324853738,-0.04053120741314015,-0.01997579830448956,0.016253983309946183,-0.00885392126524518,0.0016803318902921258,-0.02159138842358327,0.04567965731673922
0.01448891853305622,-0.07647439125423705,-0.003292119784757399,-0.01374120104299906,0.02635608487333156,-0.010644417656477476,0.008958030430815712,0.001326643979915157,0.015404110988898271,-0.03949989168594215,-0.05803222952532838,-0.05988753849588721,-0.018180093516519884,0.013862964072906821,0.008508314555323556
0.002648373856731393,-0.038184772999484834,0.035623069539706835,0.04530895986135786,-0.033220016447383455,-0.007849696842596796,0.007946221274898801,0.0105722314726407,0.00626366280785318,0.02213718403360127,0.005979794816205107,-0.06273285815726269,0.05215108777929881,0.026194020233033233,0.016846810735739598
